comentario,sentimento
muuito bomé adrenalina pura esse parque fui no show do sky sansation nao vejo a hora de voltar a sao paulo e ir novamente nesse parque,1
o parque vale a pena conhecer para quem gosta de se divertir é uma boa opçãoas coisas são um pouco caro fatalidades infelizmente acontece a todo momento em nossas vidas então é acreditar em deus e se divertir conhecer coisas novas como o parque recomendo irem só que com paciência pois vão precisar,1
mesmo após algumas fatalidades vale a pena a visita para quem tem filhos ou em viagens escolares parque amplo criativo nas atrações diversificado o que falha são locais sombreados e com bancos para descansar que faltam e a alimentação precária e de preço elevado pela qualidade ruim mesmo assim vale a pena mas reserve um dia inteiro para uma visita tranquila,1
o parque tem uma arquitetura muito divertida porém não tem condição alguma de acolher todo o público que recebe no dia em que eu fui haviam brinquedos funcionando e o parque estava lotado digase de passagem com pessoas muito mal educadas furando as filas brigando entre si terrível uma tremenda falta de educação e os seguranças dos brinquedos nada faziam para conter tudo isso quem chamava a atenção das pessoas e colocava ordem na fila eram os próprios visitantes a comida é cara ruim e pequena para tudo tem fila não indico e não voltaria ao parque novamente,0
chegamos e ficamos uma hr esperando para abrir o parque num sol escaldante minha filha teve uma insolação e a pressão ainda caiu não conseguimos ir em nenhuma atração legal fomos só na xiicara e num barco que parece atração para bbs as filas demoravam mais de horas então sem condições inclusive para comer demoramos uma hr,0
com o passar dos anos o parque ao invés de melhor acabou piorando cada vez que ia mais e mais brinquedos estavam em manutenção e a comida lá é cara e não vale o preço pois não tem boa qualidade leve comida,0
um dia de diversão com os amigos resolvemos matar a vontade de conhecer o famoso parque de diversão chamado hopi haridepois que o playcenter fechou o unico lugar q teriamos para se divertir atraves de brinquedos seria o hopi hari e nao me arrependi pois foi um dia incrivel e que recomendo a todosm as atrações sao otimas apesar do dia nao estar muito sol nos conseguimos se divertir e espero voltar muitas e muitas vezes nesse parque,1
o parque é razoável mas possuía muitos brinquedos fechados necessitando reforma as filas formadas eram enormes ultrapassando uma hora sem o uso do vip pass a visita se torna frustrante,0
eu não sei se fui no dia errado mas estava muito mal frequentado eu bem sinceramente fiquei com medo de passear no parque umas pessoas estranhas e com mal intenções ficavam mexendo com todas as meninas que passavam deu medo cheguei no parque antes de abrir e conseguir ir em quatro brinquedos quadro brinquedos até as isso pois havia muito pouco brinquedo funcionando então em todos os outros brinquedos tinha de a horas de fila e ainda passava medo porque tinha briga nas filas gente furando a fila teve até pancadaria uma hora que eu vi meninas se xingando partindo uma para cima da outra fiquei com medo já tinha ido uma vez e não era assim mudou totalmente o público e quem vai com criança etc não vale a pena,0
parque em péssimas condições com brinquedos velhos e mal conservados as atrações são as mesmas de de muitos anos e não acompanham a evolução tecnológica que se vê lá fora o acesso ao parque também está deplorável a ruas esburacadas e sinalização fraca estamos longe de ter um parque de mundo,0
parque com diversas atrações passase um dia muito agradável o que que incomoda são as filas enormes leve protetor solar preço razoável boa alimentação os preços são desagradáveis ao bolso rsrs dos brinquedos os mais interessantes são o hadikale e a montanha russa de madeira,1
o hopi hari é um parque de diversões que serve para todas as faixas etárias desde bebês até melhor idade devido a sua proximidade com a cidade de são paulo é uma ótima opção para passar um dia diferente com os filhos e também com os avós por que não além dos brinquedos o parque possui uma área verde muito grande que serve para aliviar o estresse da rotina do dia a dia recomendo também pela limpeza e organização do local,1
muuuuuuito lindo eu recomendo a todas as idades foi um dos melhores dias da minha vida muito lindo mesmo os brinquedos tem fila muito grandes pelo park ser enorme e ir muitas pessoas mas a emoção compensa,1
não recomendo fui dia só passei raiva e descepição muito mal organizadobrinquedo tudo paradonão tinha muita informação bom resumindo não gostei,0
parque sujo fedido e com aproximadamente metade dos brinquedos fechados um parque que não foi pensado para os visitantes apesar a imensa estrutura não vale a pena perder seu tempo literalmente perder tempo pois as filas são sempre enormes e demoradas o que se agrava pelo fato de ter poucos brinquedos abertos para piorar nem das filas são cobertas ou seja fique na chuva ou torrando no sol nem nas lanchonetes existe agilidade o parque inteiro sujo e várias atrações com rachaduras nas paredes e tinta descascando os banheiros são fedidos não entendo como a administração do parque pode desprezar tanto quem deveria tratar da melhor forma,0
diversas atrações fechadas o que faz as filas dos brinquedos abertos crescerem muito fui vezes em meses e é chato ver as mesmas atrações fechadas durante um tempo tão grande isso não torna o passeio chato continua sendo um dia agradável e divertido ainda é uma boa opção de passeio em sp mas deixa a desejar a qualidade caiu muito a alimentação é o pior ponto do parque a comida em geral é ruim o preço está dentro do esperado para o local mas não vale metade do preço pago,0
local com mais pessoas do que comporta maioria dos brinquedos não funciona pessoas furando filas e seguranças não fazem nada fica o dia inteiro no parque para ir apenas em no maximo brinquedos horrivel,0
diversas atrações para quem curte adrenalina apesar das filas enormes vale a pena passar um dia com a família ou amigos,1
acredito que este seja o maior parque de diversão do paísmuito bem localizado as margens da bandeirantes são paulocampinas oferece muitas opções de diversão para quem procura adrenalina com destaque para a grandiosa montanha russa de madeirapor ser um parque de diversões muito grande exige disposição para conhecer todo o parque e paciência nas filas de espera dos brinquedosexistem opções de restaurante que não me agradaram muito mas os amantes de fast food ficaram satisfeitos,1
sem duvidas um dos parques mais competos do brasil sao inumeras as atrações ealternativas de diversao dentre os problemas podemos destacar o alto preco dos alimentos dentro do parque e a falta de novas atracoes uma vez que nao e possivel encontrar novos brinquedos a muito tempo,1
dia fuia a este lugar com minha esposa e mais amigos para ter um dia de folga e divertir muito mais na verdade so pasei raiva fiquei quase horas para andar em um brinquedo sem contar que estava mais de brinquedos desativado a tarde uma das minhas amiga passou mal e foi levada para o pronto socorro que tem dentro do parque e lá ao lado tem o serviço de antendimento ao consumido relatei o dia de raiva que tinha passado por escrito como eles tinhan pedido e me informaram que entre dias eu receberia uma resposta sobre o renbolso recebi uma resposta depois de dias e me falaram que eu tenho que estar com o ingresso para poder comprovar que eu estava la kkkkkkkkkkkkkkkkkkkmuito engraçado fiz a reclamaçaõ pessoalmente tem a ficha da minha amiga no pronto socorro e eu naõ vou receber pelo motivo de naõ ter gardado o ingresso gastei mais de reais para andar em brinquedo espero ter ajudado muitas pessoas a naõ serem enganados por este parque,0
já fui vezes e pretendo ir mais vezes futuramente existem pontos negativos alguns brinquedos quebram demais e a anos que fui nunca tem atração nova sempre os mesmos brinquedos mais não deixa o parque menos divertido adoro ir ao hopi hari,1
esse parque contém muitas atrações para quem gosta de adrenalina é o ideal desde montanhas russas até casas de terror o único problema são as filas imensas que acaba fazendo perder um pouco a oportunidade de aproveitar mais outros brinquedos a organização é muito boa possui vários pontos de alimentação e grande variedade,1
definitivamente um dos melhores parques do brasil é uma cópia dos parques da disney sim mas qual parque no mundo não é a montanha russa é do estilo de madeira sem looping somente curvas e descidas tipicamente americana o único ponto negativo na minha opinião são as lanchonetes sem muita variedade e preço bem elevado,1
no último domingo de setembro estive no parque depois de uma viagem de ida kilometros comprei antecipado ingressos r cada e deixei para comprar dois direto na bilheteria totalizando r nos ingressos logo que chegamos a fila estava muito grande o tempo estava muito carregado para chuva ficamos do lado de fora aproximadamente minutos e a fila não diminuía ao nosso lado tinha um grupo de adolescentes consumindo maconha sem o menor respeito com quem estava ao lado sem segurança do parque pelo valor de r cobrado pelo estacionamentohavia uma moça tomando conta de uma fila lateral a cerca que quem não estava com mochila poderia passar diretamente por essa fila a srta responsavel pela fila deixava passar conhecidos minha esposa com as crianças não foram autorizadas a passar mesmo estando sem bolsaquando passamos pela fiscalização falha pois não solicitaram a abertura da minha mochila que contia apenas blusa das crianças em razão do mau tempo ficamos por mais uma hora aguardando o sistema voltar para comprar o outros dois ingressos restante para ter um dia agradável mas a o entrar na bilheteria informei que tinha pessoas utilizando entorpecente me disseram que em dias de parque cheio é normalvoltando aos valores meus filhos anos e anos pagando o valor de r cada um não tinha brinquedos disponíveis para eles pois a maioria dos brinquedos estavam parados meu filho de anos chegou a subir no avião mas a atendente fez ele sair e ir na régua de medição por dois dedos a cima da medida permitida não deixou ele brincar na fila do bate bate ficamos na fila desistimos pois havia pessoas com um crachá vip com preferência em tudo não há uma forma controlar me senti como estivesse de graça no parque meu filho de anos brincou somente em brinquedosfomos utilizar a praça de alimentação estamos sentados comendo der repente vira uma briga generalizada cadê a segurança do parque monitoramento vocês tem pois tem câmeras para todos os lados tenho tudo registrado em fotos e filmagensgostaria de ter um retorno sobre todo esse acontecimento pois foi um domingo péssimo no parque lembrando que nas primeiras vezes que estive no parque foram muito legal as crianças se divertiram bastante mais a decepção desta vez foi de maisnaõ recomendo este parque para ninguemflavio martins andreia martins,0
a montanha russa é uma porcaria só aqui no brasil que permite isso de resto está tudo bom pois os outros brinquedos são legais,0
curtimos o dia inteiro até fechar o parquepara as crianças menores de anos têm poucas opções de brinquedos mas acima dessa faixa etária já tem muitas opções por causa da alturaprecisa ter disposição para caminhar lá dentrofalta melhorar a qualidade e variedade nas lanchonetes,1
achei o parque terrível brinquedos velhos e mal conservados não dá sensação de segurança tudo muito cheio sem muitas opções de alimentação definitivamente não recomendo,0
puxa que decepção após alguns anos voltei ao hopi hari e me decepcionei o parque estava sujo com funcionários aparentemente mal humorados e aparentemente cansados um sol de rachar o coco e uma fila infernal bebidas todas sem gelo estava péssimo,0
além das filas intermináveis e juitos brinquedos fechados a alimentação possui um preço abusivo e existe uma imensa falta de lugares para se alimentar acabei perdendo do tempo do passeio só para me alimentar,0
um parque de diversões enorme tem que ter disposição para caminhar oferece atrações para todas as idades desde brinquedos inofensivos e infantis até atrações que são proibidas para cardíacos duas semanas depois que eu fui uma pessoa morreu lá vale pagar a carteirinha vip,1
há alguns anos não íamos ao hopihari chegando lá a maior decepção metade dos brinquedos estavam desativados resultado qualquer outro brinquedo por menos atrativo que possa parecer tinha fila de horas no mínimo chegamos logo que abriu e tentamos ir no rio bravo nosso favorito desistimos pois a espera foi de horas durante todo o dia esse parque não é mais o mesmo não pretendemos voltar lá nunca mais,0
já estive muitas vezesmas atualmente não fiquei contente pois muitas atrações estavam paradas em manutenção e alguns amigos voltaram lá e disseram o mesmorecomendo que cheguem bem cedo pois as filas são quilométricas na hora da entradapara aproveitar um maior número de atrações recomendo a compra do freepass que é um crachá onde voçê literalmente fura a filaos lanches também são um pouco caros é bom estar preparadono mais é uma boa diversão numa estrutura de entreterimento bem montada,0
parque de diversões divertido lugar lindo ótimo para ir com a família tem brinquedos e atrações para todas as idades porém é muito movimentado principalmente finais de semana e feriados então demora um pouco para ir em alguns brinquedos como a montanha russa,1
adorei esse parque excelente opção para passeio com crianças várias opções de brinquedos para quem gosta de adrenalina,1
já fui muito no hopi hari e pude notar que a qualidade do parque caiu e muito sempre com muitos brinquedos em manutenção parece que não existe preocupação com a qualidade dos serviços e brinquedos ou seja o foco é somente o lucro um exemplo disso é o tal do fura fila que você paga a mais para poder furar a fila o ingresso para o parque já não é barato não se pode entrar com lanches e bebidas estacionamento caríssimo para quem mora em são paulo ainda tem o gasto com combustível e pedágio que saudades do playcenter rsrs,0
parque temático muito bom falta apenas alguns detalhes para melhorar como diminuir o tempo de espera nas filas o preço da comida acho um pouco salgado investir em mais brinquedos e atrações culturais as demais coisas vale a pena recomendo a todos,0
o hopi hari é uma das atrações mais legal e divertido que existe o parque é enorme e tem imensas opções de brinquedos a parte ruim é que sempre tem brinquedos em manutenção não é caro fica perto do parque aquático e tem muitos brinquedos famosos e incríveistem uma ótima infraestrutura e oferece ônibus aos visitante acho super bacana essa iniciativaexistem brinquedos que estão inclusos no valor do ingresso e outros que não pagos a parte mas vale super apena super recomendo preciso voltar no hopi hari qualquer dia,1
fiquei quatro horas na fila da montanha russa parece não haver investimentos naquele parque poucos brinquedos funcionam e o fura filas é vendido explorando quem já pagou caro comida caríssima,0
ahh eu amo o hopi harijá perdi as contas quantas vezes estive por lácheguei até a injuar hahahahahamas é bem legal logo quando o parque estava novo era mais interessanteas ultimas vezes que fui vi muita coisa já meio acabada rsrs,1
primeiro fila imensa para entrar no parque passando pelas catracas totalmente desorganizada com pessoas desmaiando devido a demora quando finalmente conseguimos entrar percebi vários brinquedos em manutenção que com isso causou filas imensas para ir aos outros brinquedos minha filha ficou seis horas na fila da montanha russa e quando enfim chegou sua vez descobriu que o rapaz da catraca não carimbou sua mão o convite dela dava o direito então a moça não queria deixar ela andar ela disse que quase começou a chorar então deixaram um absurdo quando saiu de lá foi comer e precisou enfrentar mais uma fila imensa com preços absurdos havia quiosques em manutenção também e andou só em mais um brinquedo o meu filho de seis anos dizia a todo momento mãe prefiro o beto carrero sem comparação pelo visto vendem ingressos acima do limite pois existem vários brinquedos em manutenção já conhecia o parque fui a dois anos atrás e não era assim me senti lesada e triste por em são paulo infelizmente estar com um parque com uma área tão bonita funcionando normalmente sem condições nenhuma de atendimento aos seus visitantes o objetivo de ir ao parque é usufruir dos brinquedos e isso não está sendo possível se está na sua programação não aconselho o tema do parque deveria ser tortura aos visitantes,0
embora o parque de diversões seja excelente com muitas atrações muito verde ambiente agradável e seguro para a criançada o valor do estacionamento é exorbitante da ultima vez que fui r poxa poderiam abaixar esse preço mas quanto ao parque eu recomento,0
o hopi hari tem um ônibus com itinerário próprio super pontualpagase cerca de r se não me engano ida e volta o parque é longe do centro por isso compensa bastante o parque é ótimo tem uma boa infra estrutura o melhor é disparado a hora do horror fiquei realmente assustada demais,1
lugar muito bom para se divertir e lavar as crianças grandes e pequenas adorei mas as comidas não são muito saudáveis fora isso o lugar é excelente,1
achei o parque bem organizado apesar de ver alguns lugares com manutenção a desejar as atrações mais radicais são bem legais e a montanha russa de madeira causa uma sensação absurda de que o carrinho vai se desprender do trilho a qualquer momento acho que o parque precisa disponibilizar mais opções de alimentação algumas atrações tinham cara de parque itinerante de cidade do interior como o bate bate mas mesmo assim dá pra curtir,0
já fui no hopi hari anos atrás e quando voltei este ano parecia que nada havia mudado até o simulakron continua o mesmo filme de péssima qualidade exibido anos atrásexistem sim algumas atrações novas porém nem todas estão funcionando muitos brinquedos encontramse em manutenção e por isso as filas para os brinquedos que restam se tornam gigantescasfiquei horas em pé na fila da montanha russa para desfrutar de um brinquedo velho e com péssimo estadoquanto a comida só existem os restaurantes do parque onde são cobrados preços caríssimos e o estacionamento é um preço ridicularmente caro r infelizmente se o parque não fizer significativas melhoras para valer a pena o quanto gastei nunca mais voltarei pois o meu dia acabou sendo mais desgastante do que divertido,0
já fui várias vezes ao hopi hari em mais de anos o parque é muito bonito agradável organizado e com excelentes atrações mas está precisando se atualizar colocar mais atrações novas de toda forma é garantia de diversão para todas as idades,1
primeiro você paga r para estacionar depois você paga mais r por ingresso para entrar no parque até ai tudo bem atualmente o parque esta na hora do horror e ontem eu descobri a essência dissoo horror começa quando em plena terçafeira você se depara com o parque lotado de ônibus de excursão escolar e imaginase que o parque tem estrutura para isso mas não tem você paga caríssimo para ficar até quase horas em uma fila para ir em um brinquedo que dura minutos sabe o motivo eu arrisco dizer que dos brinquedos do parque estavam fora de operação e o ingresso continuava em seu preço ah e se você quiser brincar no parque sem pegar filas você deve pagar mais r por pessoa fora o preço do ingresso para ganhar um crachá vip e entrar sem filase se você quiser comer um hambúrguer ruim deve pagar mais de r infelizmente os donos do parque só estão interessados em dinheiro e nao prezam em nenhum momento pelo conforto dos visitantesespero que esse depoimento sirva de alguma forma para alertar quem deseja ir neste parque,0
conheci o hopi hari logo depois de inaugurado fiquei impressionada com o parque mas de lá para cá percebi e vi na imprensa reportagens contando sobre acidentes com alguns brinquedos por falta de manutenção portanto nos brinquedos mais perigosos tome cuidado,1
o parque hopi hari é uma delícia com diversidade de brinquedos espetáculos e de opções radicais para quem gosta de altura e de velocidadepara quem vai com crianças pequenas tem o espaço da vila sésamo no qual elas esquecem do tempodepois da tragédia que aconteceu no ano passado a imagem da segurança do parque ficou bastante comprometida o que nos dá a sensação de medo em embarcar nos brinquedos mais radicais acho que o problema de segurança está muito mais associado ao fato dos empregados trabalharem sob pressão por causa das longuíssimas filas mas o fato é que não sabemos exatamente o que se passa na administração do localmas ainda que não embarquemos nestes brinquedos o passeio é agradável e divertido,1
no inicio era bem mais legal hoje continua sendo o parque decaiu muito principalmente depois daquele acidente tragico depois disso nunca mais fui mas acredito que em breve estarei de volta nesse lugar tão da hora melhor temporada é da noite do horror,0
fomos fazer um passeio em família no dia de outubro foi excelente em alguns pontos e outros brinquedos em manutenção comida sem qualidade e cara e muittttttaaaaaaaa fila para ver as atrações algumas atrações as crianças não entram por causa da altura e idade fora isso o lugar é ótimo para um passeio em família e diversão,0
voce entra na brincadeirao parque tem toda uma estrutura que comeca desde o idioma falado pelos funcionarios ate as musicas brinquedos personagens que ficam andando no parquetem brinquedos desde criancas ate os mais radicaisestive la umas x se sempre que quero me divertir em dia do fim de semana pego o carro e vou ate lavale a pena e a diversao e garantida,0
foi o melhor parque diversão que fui até agora as atrações são para todos os tamanhos e idades assim que se entra dá pra correr para a torre maluca d dá para sentir uma sensação inigualável a montanha russa é fora de sério só consegui andar vezes sensacional a casa dos monstros foi uma onda parece tudo de verdade e quando o calor aumentar dá pra ir levar um banho no que eu chamo de splash eu tive a sorte de ir no feriado de carnaval e tinha pouca gente no parque então meus amigos e eu fizemos a festa tem que ter sorte p não ter muita gente agora o detalhe e o preço da alimentação simplesmente caríssimo mas ao fim das contas valeu,1
paea quem gosta de aventura e diversão com a família ou a galera o hopi hari é um lugar ótimo para ir com muitos tipos de atrações e divertimentos briquedos para adultos e crianças recomendo a todos,1
o lugar é bom pra se divertir porém tem os mesmos problemas desses parques temáticos vivem lotados o preço da alimentação é extratosférica contabilizei simplesmente horas na fila de uma dos brinquedos que no final das contas nem valeu a pena pois o passeio durou minutosos banheiros também são imundos e os brinquedos também são muito distantesparticipei do evento chamado semana do horror e em plena h da noite molharam toda minha família numa das atrações fazia graus em são paulo não foi nem um pouco legal isso,0
hopi hari é um país independente dentro do brasil hopi hari é o país mais divertido do mundopara entrar no hopi hari é necessário passar pelo imigradeiro no hopi hari existem cinco cidades cada uma com uma sua arquitetura característicavale a visita pois as atrações são muito legais,1
o parque tem dezenas de atrações boa diversão para o final de semana com a família vc vai encontrar amplo estacionamento várias lanchonetes e muitas lembranças os brinquedos são muito legais,1
no dia que estive neste parque estava bastante quente e cheio por se tratar de um sábadoestava levando minha sobrinha de anos que já havia estado em outros parques nos estados unidos assim como eu tambémo inconveniente maior foi a desorganização das filas mas também destaco negativamente o custo x benefício das refeiçõesquanto aos brinquedos em si atenderam às expectativas,0
detestei o parque desde sua entrada a saídaas pessoas que nos deram as coordenadas para o ônibus não sabiam explicar direito a localização o que nos fez gastar um dinheirão de táxi no ônibus a guia bem ríspida nem parece que iriamos a um parque de diversões ao chegar no parque filas pra trocar o ingresso que já havia pago na internet não esta explicito no site que a diversas atrações estariam fechadas você só descobre na porta depois de viajar duas horas para o parque que fica bem afastado do parque dentro dele só decepção fila para tudo e ninguém no parque para nos assessorar quanto a localização na hora da comida apenas fritura e refrigerantes penei pra achar um suco por fim poucas e desinteressantes atrações as boas estavam fechadas ou em reforma decepção total,0
fui com a minha com meus tios e primos e adorei o parque o idioma próprio é uma coisa engraçada e interessante achei super organizado e com muitas opções so achei que eles podiam aproveitar algumas áreas que ficam meio ociosas mas o parque é um sonho msm,1
do horário das as hrs conseguimos ir somente em três brinquedos só na montanha russa ficamos hrs na fila que é o que estava previsto as refeições são caras e não é uma das melhores,0
o hopi hari é um parque temático bem grande e com muita diversão para todas as idadesos brinquedos são bem variados e com muita emoçãopara crianças menores também há bastante variedade de brinquedosa montanha russa é enorme para quem gosta é sensacionalgeralmente há filas para andar nos brinquedos mais radicaismais vale a penajá fui várias vezes e pretendo voltar,1
decepção total fui a primeira e última vez neste parque por um preço de aproximadamente r reais por pessoa o parque está cheio de grupo escolares durante a semana na fila você só escuta palavrões palavreados horríveis e leva empurrões onde ficam os responsáveis destes alunos tão mal educados não estou falando de excessões era a maioria que acredito que o parque deve estar fazendo promoção para este pessoal deveriam fazer uma fila específica só com este pessoal com seus monitores além de serem porcas por diversas vezes observei estas crianças jogando lixo no lago e na rua além disso segue outros micos que passeiaproximadamente metade dos brinquedos em manutençãolixo em todo lugar e cheiro horrívelmuita fila em brinquedos em horas de parque utilizei somente três porcausa das filas absurdasos ônibus das crianças devem ter prioridade no estacionamento quem vai de carro tem que deixar longe além do absurdo de cobrarem ra sessão terror que começa as e o que salva o parque no momento são duas atrações que você entra rapidamentepretendo nunca mais voltar a este parque ainda bem que não levei minha filha para ver tanta mulherada mal educada,0
como temos poços parques por aqui vale a ida um pouco caro e lanchonetes ruins porém as atrações são boas,1
o melhor parque tematico brasileiro um dia inteiro de encantamento e diversão é super hiper mega divertido tuuuuuuuuudo de bom muito divertido recomendo,1
o parque é legal mas é comunzinho não vale a pena sair da sua cidade pra conhecêlo em qualquer cidadezinha tem um parquinho menos cheio que esse e com as mesmas atrações fui em uma sexta e estava mega lotado passamos horas nas filas não conseguimos curtir todos os brinquedos e o passaporte é bem caro não voltaria,0
muito bem estruturado pode ser comparado com os do exterior varias atracoes bem conservadas e com um bom atendimento tem uma infra estrutura de restaurants de bares com boa qualiddae so falta implementar o passé rapido como tem na usa para os que querem pagar mais sendo mais rapidos,1
o parque agrada em termo de atrações oferecidas mas perde para o beto carrero de longe melhor mas dá para entreter os pequenos durante o dia todo na questão de alimentação deixa a desejar em opções mais saudáveis para crianças os banheiros estão velhos precisando de manutenção a limpeza deixa a desejar,1
parque todo tematizado brinquedos radicais muito bom e simuladores de monte para cada gosto desde de brinquedos para crianças como a xícara e até para loucos para adrenalina como a montezum ekatomb torre eiffel,1
antes top hoje apenas mais um parque muito caro pelo pouco que oferece em muitas oportunidades há brinquedos em manutenção a limpeza também não é das melhores vale a pena gastar um pouco mais em um fds e viajar até o beto carrero,0
diversão para a família inteira o parque é temático e tem atrações para todos os gostos e idades quem ainda não conhece não deixe de ir e também não perca o show do saloon em wild west é fantástico eu já fui mais de vezes no hopi hari as únicas coisas ruins do hopi hari é geralmente tem muita fila e o preço é bem salgado principalmente para alimentação e estacionamento,1
achei que iria encontrar aquele parque pois as propagandas nos levam a pensar que é o parque mas quando cheguei lá começou a frustração na entrada valor acima do esperado tem que comprar antecipado mesmo dias de semana é caro o ingresso alimentação é uma fortuna e para piorar a situação limitaram a uma saída do parque aquele baboseira toda com nomes infantis só engana as crianças,0
apesar do preço vale cada centavo os brinquedos são muito bons passei o dia inteiro e ainda não consegui visitar cada canto do parque indico demais o vurang e a hora do horror muito divertido indico comprarem os furafilas pois as filas são assustadoras aconselho comer em casa antes de ir pois as lanchonetes abrem tarde só é preciso rever essa questão de horários,1
o parque é muito bom tem ótimas opções de brinquedos tanto os de muita adrenalina quanto os mais calmos entretanto eu achei o pessoal pouco receptivo por ser um parque de diversão o pessoal que trabalha no parque tinha que ser mais receptivo com os turistas outra questão são as filas que levam de horas no minimo eu peguei o vip pass paguei a mais porém não fiquei mais do que minutos nas filas estavamos em pessoas conseguimos ir nos melhores brinquedos e sem estresse eu adorei me divertir e se um dia tiver oportunidade voltarei,1
adoro parques porém as duas vezes que fui ao hopi hari foram um tanto quanto frustrantes tendo em vista o custo de sair do rio de janeiro não sei se valeu tanto a pena a primeira vez filas enormes fiquei mais de horas na fila da montanha russa na segunda vez as filas estavam menores e o parque mais vazio porém diversos brinquedos fechados em manutenção,0
estive hj no hopi hari éramos pessoas sendo crianças de e anos de idade assim q entramos no parque as h os brinquedos so iniciavam as h as barracas de vendas de lanches como pipoca churros hot dog sorvetes etc estavam em sua grande maioria fechadas quando minha mae encontrou uma q estava aberta a atendente disse qosó que iria vender pipoca após as h pois nao havia pessoas suficientesos brinquedos tbm deixaram a desejar sendo cerca de estavam sem funcionar sem a menor explicação as lanchonetes também achei fracashavia ido ao hopi hari em e decidi ir novamente para levar meus sobrinhos mas a experiência foi negativa filas longas parque um pouco sujo etc,0
embora nem todas as atrações estejam funcionando embora os preços praticados dentro do parque comidas e bebidas sejam abusivos vale a pena evite finais de semana pois há muita gente e filas kilométricas,1
me diverti bastante fomos em uma turma de amigos e nunca brinquei tanto a comida deixa um pouco a desejar mas já que é um parque a gente não espera encontrar uma comida mais saudável mas bem que poderia ter o valor para entrar cabe no bolso de quem se planeja adorei,1
um bom parque a montanha russa é muito legal e da medo porém o preço fica a desejar as filas para os principais brinquedos são enormes e quem tem mais dinheiro se da bem pois paga a mais para curtir o brinquedo e furar fila pois da para você comprar o passe vip sem filas,0
o parque possui muitas atrações divertidas e tem para todos os gostos tem os radicais os mais leves parte infantil que na minha opinião é a melhor as crianças aproveitam muito e outros tipos de atração como teatro cinema d os brinquedos mais procurados como a montanha russa possui filas enormes e se querem aproveitar tudo chegue cedo pois se perde boa parte do tempo nas filas tem poucas opção de lugar para comer e o que tem é bem caro a noite o parque é lindo bem iluminado pena que fecha cedo exceto em determinada época do ano que tem a noite do terror que ele fecha mais tarde mais no geral o parque é um lugar bonito para se passear com a família e amigos mais acho que só vale a pena pra quem não mora muito distante no máximo uns km ou pra quem estiver passando por perto mesmo pois quem vier de longe só para ver o parque com grandes expectativas pode se frustrar,0
é um parque de dimensão gigantesca com brinquedos que chamam a atenção pela aparência já fui algumas vezes com a escola onde trabalho e foi muito melhor dessa vez vários brinquedos estavam fechados penso que deveria haver um aviso aos visitantes na entrada sobre isso os preços são realmente muito altos principalmente da alimentação e do estacionamento o atendimento em alguns setores também deixa a desejar realmente dessa vez não foi legal,0
ja fui com minha filha no hopi hari duas vezes amei demaisbrinquei em tudo que podia parecia uma criança grande,1
fui com minha família como presente de aniversário para o meu filho foi realmente horrível compramos pela internet porque mais barato até ai tudo bem chegando lá ficamos animados mas nos deparamos com a maioria dos brinquedos quebrados os melhores opção nenhuma para crianças de seis anos comida super cara e mediana ficamos todos decepcionados realmente não voltaremos,0
segunda vez no parque nesta segunda foi bem melhor que a primeira nao tinha muitas pessoas podemos brincar maispoucos brinquedos em manutenção curtimos muito só precisa melhorar um pouco a alimentação recomendo para se divertir mais ir fora da temporada,0
sempre iamos ao hopi hari porem dessa vez ficamos decepcionados com varios brinquedos fechados eles fizeram uma boa reforma na area infantil e colocaram atracoes novas mas nao pudemos ir pois estavam fechadas a comida dentro do parque e muito cara e nao muito gostosa as filas no restaurantes estavam insuportaveis vai demorar para voltarmoso preco é caro e esta deixando a desejar,0
nossa quando você chega no parque pensa que é tudo de bom mas é muito cheio as filas são imensas mas pra gosta de esperar vale a pena é muito lindo para tira fotos ficar passenado mas para brincar não dá cada brinquedo é em media horas de espera a entrada é muito caro tem que pagar estacionamentoe o lanche é um absurdo de caro e lá é muito frio fui pensando que era uma é coisa chegou lá foi outra sai um pouco errependida,1
lugar muito divertido pra quem gosta de brinquedos tipo montanha russa e outros do gênero precisa ter paciência pois é bem lotado a qualquer hora do dia para tudo há filas pra comer principalmente mas tudo vale a pena porque o motivo maior é a diversão,1
valeu muito a pena ter ido local excelente muitas opções de brinquedo o parque é enorme e com muitas atrações adorei ter ido a único ponto negativo são as filas se perde muito tempo em cada brinquedo fora isso foi muito bom,1
o hopi hari é um parque legal para ir com as crianças para os adultos deixa um pouco a desejar já que os brinquedos não são tão radicais assim o parque já foi bem melhor algumas atrações precisam ser modernizadascom o simulador d dos dinossauros que passa o mesmo filme há anosno geral é um passeio legal para quem mora na região,0
depois do ocorrido tive a sensação de mais segurança os monitores mais treinados é uma otima ideia para quem quer se divertir com os amigos com a familia pode ter certeza que vai ser pura diversãorecomendo e além disso não precisamos buscar diversão fora aqui no brasil é possivel se divertir,1
o hopi hari encontrase em um lugar de facil acesso localizado na rodovia anhanguera sentido campinas sp é um local ideal para a diversão de toda a familia jovens e crianças tem inúmeras atrações além de um super espaço para estacionamento os passaportes podem ser adquiridos no próprio local ou antecipadamente em todos os principais pontos de vendas espalhados na grande spvale a pena conferir,1
